Môn học,Lớp,Chủ đề,Thể loại,Câu hỏi,Câu trả lời,Hướng dẫn giải
Ngữ Văn,8,Tinh thần yêu nước của nhân dân ta,Bài tập,"Trong cuộc sống hôm nay, con người có thể thể hiện tinh thần yêu nước bằng những cách nào?","Trong cuộc sống hôm nay, con người có thể thể hiện tinh thần yêu nước bằng những cách: học tập tốt, lao động hăng say, sản xuất, làm giàu chính đáng, làm việc có trách nhiệm, mẫn cán, chí công vô tư, cống hiến hết mình vì công việc, dũng cảm, mưu trí, sáng tạo, bảo vệ môi trường…",Em nêu lên quan điểm của mình.
Ngữ Văn,8,Tinh thần yêu nước của nhân dân ta,Bài tập,Những bằng chứng được sử dụng nhằm làm sáng tỏ điều gì?l,Những bằng chứng được sử dụng nhằm làm sáng tỏ lòng tự hào và biết ơn về tinh thần yêu nước của nhân dân ta suốt chiều dài lịch sử.,Đọc kĩ đoạn văn thứ hai của văn bản
Ngữ Văn,8,Tinh thần yêu nước của nhân dân ta,Bài tập,Cách nêu bằng chứng ở đây có gì đáng chú ý?,"Cách liệt kê dẫn chứng của tác giả phong phú, toàn diện, liên tục không rối, vừa khái quát vừa cụ thể, hệ thống rành mạch.",Đọc đoạn nêu bằng chứng và chỉ ra điều đáng chú ý.
Ngữ Văn,8,Tinh thần yêu nước của nhân dân ta,Bài tập,Cần phải làm gì để phát huy tinh thần yêu nước của nhân dân ta?,"Phải ra sức giải thích, tuyên truyền, tổ chức, lãnh đạo, làm cho tinh thần yêu nước của tất cả mọi người đều được thực hành vào công việc yêu nước, công việc kháng chiến.",Đọc kĩ đoạn cuối của văn bản
Ngữ Văn,8,Tinh thần yêu nước của nhân dân ta,Bài tập,"Người viết văn bản nghị luận bao giờ cũng hướng tới đối tượng cần thuyết phục. Theo em, văn bản Tinh thần yêu nước của nhân dân ta hướng tới đối tượng nào?",Văn bản Tinh thần yêu nước của nhân dân ta hướng tới đối tượng: tất cả mọi người (toàn thể nhân dân Việt Nam và những kiều bào ta ở nước ngoài luôn hướng về Tổ quốc),Đọc hết nội dung văn bản để xác định đối tượng mà văn bản hướng tới.
Ngữ Văn,8,Tinh thần yêu nước của nhân dân ta,Bài tập,Tinh thần yêu nước của nhân dân ta là một trích đoạn của Báo cáo Chính trị tại Đại hội Đảng Lao động Việt Nam. Điều gì cho thấy phần trích này vẫn thể hiện đầy đủ các đặc điểm của một văn bản hoàn chỉnh?,"Nghệ thuật lập luận và bố cục chặt chẽ. Có đầy đủ mở đoạn, thân đoạn, kết đoạn. Dẫn chứng chọn lọc, xác thực, được trình bày thứ tự theo thời gian.",Dựa vào lý thuyết đặc điểm của văn bản để trả lời.
Ngữ Văn,8,Tinh thần yêu nước của nhân dân ta,Bài tập,Viết đoạn văn (khoảng 7 – 9 câu) trả lời cho câu hỏi: Phải chăng lòng yêu nước của mỗi người chỉ cần thể hiện khi Tổ quốc bị xâm lăng?,"Lòng yêu nước là tình yêu đối với quê hương, đất nước; nỗ lực cố gắng không ngừng để dựng xây và phát triển đất nước ngày càng giàu mạnh hơn. Biểu hiện của lòng yêu nước không phải là những thứ quá cao xa, nó nằm ngay ở ý thức và hành động của mỗi người. Trong thời kỳ kháng chiến, lòng yêu nước chính là đứng lên, cầm súng ra trận chiến đấu với kẻ thù. Mọi khó khăn, gian khổ đều không ngần ngại, xông lên phía trước giành lại độc lập tự do cho nhân dân. Lòng yêu nước lúc đó mạnh mẽ và quyết liệt. Trong thời bình, lòng yêu nước thể hiện ở việc chúng ta xây dựng xã hội chủ nghĩa, mang lại cuộc sống no đủ cho nhân dân và sự vững bền cho đất nước. Đôi khi lòng yêu nước chỉ là tình cảm đơn giản, bình dị nhưng lại có ý nghĩa rất lớn. Như vậy lòng yêu nước trong xã hội này là cần thiết đối với mỗi con người. Chúng ta cần phải rèn luyện tinh thần này thường xuyên để dựng xây và cống hiến cho đất nước.",Viết đoạn văn theo yêu cầu trình bày quan điểm của em về câu hỏi trên.
Ngữ Văn,8,Ngữ pháp,Lý thuyết,"Đối với đoạn văn song song, câu chủ đề thường nằm ở vị trí nào?","Đoạn văn song song không có câu chủ đề, các câu trong đoạn có nội dung khác nhau, nhưng cùng hướng tới một chủ đề",
Ngữ Văn,8,Ngữ pháp,Lý thuyết,"Đối với đoạn văn phối hợp, câu chủ đề thường nằm ở vị trí nào?","Đoạn văn phối hợp kết hợp diễn dịch với quy nạp, có câu chủ đề ở đầu đoạn và cuối đoạn",
Ngữ Văn,8,Nam quốc sơn hà,Bài tập,Bài thơ được coi là bản “Tuyên ngôn độc lập” đầu tiên của đất nước ta. Em hiểu thế nào là bản “tuyên ngôn độc lập”?,"“Tuyên ngôn độc lập” là lời tuyên bố về chủ quyền của đất nước, của dân tộc và khẳng định không một thế lực nào được phép xâm phạm vào quyền độc lập ấy.",Dựa vào kiến thức và hiểu biết của em để trả lời.
Ngữ Văn,8,Nam quốc sơn hà,Bài tập,"Từ “cư” trong nguyên tác có thể dịch là “ngự” (cai quản), cũng có thể dịch là “ở” (cư trú). Theo em, cách dịch nào thể hiện được rõ tinh thần của một bản “tuyên ngôn độc lập” hơn? Hãy lí giải ý kiến của em.","Theo em, cách dịch “ngự” (cai quản) sẽ thỏa đáng hơn bởi vua của một nước là người đứng đầu một quốc gia, có trách nhiệm cai quản và vận hành đất nước chứ không phải chỉ đơn giản là một người sống ở đó.",Giải nghĩa của từ và dựa vào văn cảnh để lý giải.
Ngữ Văn,8,Nam quốc sơn hà,Bài tập,"Để khẳng định chủ quyền của đất nước ta, tác giả đã sử dụng những lí lẽ nào?","Để khẳng định chủ quyền của đất nước ta, tác giả đã sử dụng những lí lẽ:Sông núi nước Nam vua nước Nam cai quản, Giới phận đã được khẳng định rõ ràng ở trong sách trời","Đọc kĩ bài thơ, chú ý 2 câu thơ đầu"
Ngữ Văn,8,Nam quốc sơn hà,Bài tập,"Theo em, câu thơ cuối cảnh báo điều gì đối với quân xâm lược? Do đâu em khẳng định như vậy?","Câu cuối cảnh cáo quân xâm lược là sẽ chuốc lấy thất bại, bởi kẻ đi xâm lược đất nước của dân tộc khác thì đang làm trái với ý trời.",Đọc và giải nghĩa câu thơ cuối để trả lời.
Ngữ Văn,8,Nam quốc sơn hà,Bài tập,Câu thơ nào trong bài thơ để lại cho em ấn tượng sâu sắc nhất? Vì sao?,Em ấn tượng nhất với câu thơ cuối cùng: Nhữ đẳng hành khan thủ bại hư. Bởi vì câu thơ đó gợi lên kết cục thất bại thảm hại của quân giặc.,Chọn câu thơ mà em ấn tượng nhất và lý giải nguyên do.
Ngữ Văn,8,Nam quốc sơn hà,Bài tập,Em rút ra được nhận thức gì cho bản thân sau khi học bài thơ này?,"Sau khi đọc xong bài thơ, em ý thức hơn về nhiệm vụ bảo vệ chủ quyền dân tộc trước mọi ý đồ và kẻ thù xâm lăng.",Nêu nhận thức của em sau khi đọc xong bài thơ
Ngữ Văn,8,Ngữ pháp,Lý thuyết,Từ Hán Việt là những từ như thế nào?,"Từ Hán Việt là từ được mượn từ tiếng Hán, trong đó tiếng để cấu tạo từ Hán Việt được gọi là yếu tố Hán Việt",
Ngữ Văn,8,Ngữ pháp,Lý thuyết,Từ ghép Hán Việt có mấy loại chính?,Từ Hán Việt có hai loại chính: từ ghép đẳng lập và từ ghép chính phụ,
Ngữ Văn,8,Ngữ pháp,Bài tập,Chữ “thiên” trong từ nào sau đây không có nghĩa là “trời”? A. Thiên lí B. Thiên kiến C. Thiên hạ D. Thiên thanh,B. Thiên kiến,"Thiên trong thiên kiến có nghĩa là lệch, nghiêng ngả"
Ngữ Văn,8,Lai Tân,Bài tập,"Bác Hồ (Nguyễn Ái Quốc, Hồ Chí Minh) đã bôn ba khắp năm châu bốn biển để tìm con đường cứu nước. Kể tên một số nơi Bác đã từng đặt chân tới.","Một số nơi Bác đã từng đặt chân tới là: Pháp, Tây Ban Nha, Bồ Đào Nha, Trung Mỹ, Nam Mỹ, Hoa Kỳ, Anh, Liên Xô…",Dựa vào kiến thức và hiểu biết về Bác để trả lời.
Ngữ Văn,8,Lai Tân,Bài tập,Bài thơ Lai Tân thuộc thể thơ nào? Nêu những dấu hiệu giúp em nhận biết được điều đó.,"Bài thơ Lai Tân thuộc thể thơ Thất ngôn tứ tuyệt Đường luật. Do câu thơ thứ hai hiệp vần với câu thơ thứ 4 "" tiền - thiên"", bốn câu thơ theo thứ tự là các câu khai - thừa - chuyển - hợp. Bài thơ tuân theo luật bằng trắc. ",Đếm số tiếng trên mỗi dòng thơ để xác định thể thơ.
Ngữ Văn,8,Lai Tân,Bài tập,Em hãy cho biết mục đích những việc thường làm của ban trưởng nhà giam và cảnh trưởng. Căn cứ vào đâu em khẳng định như vậy?,"Mục đích những việc thường ngày của ban trưởng là ngày ngày đánh bạc, cảnh trưởng thì ăn tiền của phạm nhân. Căn cứ vào bản phiên âm của bài thơ ""thiên thiên đố"", ""giải phạm tiền"". ",Đọc kỹ văn bản để trả lời câu hỏi.
Ngữ Văn,8,Lai Tân,Bài tập,"Phải chăng sau khi chê những thói xấu của ban trưởng và cảnh tưởng, tác giả muốn dành tặng lời khen cho huyện trưởng vì đã làm việc chăm chỉ? Em thử suy đoán huyện trưởng “chong đèn” để làm việc gì.","Sau khi chê những thói xấu của ban trưởng và cảnh trưởng, tác giả muốn rạch ròi chân dung của những kẻ cầm đầu trong bộ máy quản lí nhà tù Tưởng Giới Thạch ở Lai Tân. Huyện trưởng chong đèn làm việc công để làm chuyện mờ ám - hút thuốc phiện.",Đọc kỹ văn bản để trả lời câu hỏi.
Ngữ Văn,8,Lai Tân,Bài tập,Giọng điệu trào phúng của câu thơ thứ ba có gì khác biệt so với hai câu thơ đầu?,"Giọng điệu trào phúng của câu 3 góp phần thể hiện nội dung: Huyện trưởng ""chong đèn"" cứ ngỡ để lo công việc nhưng thực chất là làm chuyện mờ ám, hút thuốc phiện.",Đọc kỹ văn bản để trả lời câu hỏi.
Ngữ Văn,8,Lai Tân,Bài tập,Các nhân vật trong bài thơ Lai Tân thuộc thành phần nào trong xã hội? Hãy làm rõ dụng ý của tác giả khi nhằm vào nhóm đối tượng này.,"Các nhân vật trong bài thơ Lai Tân đều thuộc thành phần công chức, viên chức thuộc bộ máy chính quyền, những người thuộc giai tầng thống trị trong xã hội. Dụng ý của tác giả khi hướng tiếng cười trào phúng vào nhóm đối tượng này: đả kích, tố cáo tình trạng mục nát, “nhà dột từ nóc” mà tác giả chứng kiến ở Lai Tân thời bấy giờ.=",Đọc kỹ văn bản để trả lời câu hỏi.
Ngữ Văn,8,Lai Tân,Bài tập,Viết đoạn văn (khoảng 7 – 9 câu) làm rõ chất trào phúng nhẹ nhàng mà sâu cay của bài thơ Lai Tân qua lời nhận xét: “Trời đất Lai Tân vẫn thái bình”.,"Câu thơ cuối cùng của bài thơ Lai Tân đã thể hiện chất trào phúng nhẹ nhàng mà sâu cay: “Trời đất Lai Tân vẫn thái bình”. Thối nát như vậy thì “thái bình” sao nổi, đang loạn đấy chứ. “Y cựu” đối với “Lai Tân”. Lai Tân mà văn như xưa. Nghĩa là cái thối nát thành nề nên không đổi. Tiếng cười mỉa mai chua chát toát ra tư cách nói ngược và nghệ thuật chơi chữ ấy. Tiêu cực thi có nhưng cuộc sống vẫn yên ổn, đất nước thì “vẫn thái bình, thịnh trị”. Lời ngụy biện mị dân ấy thật là tội lỗi quá lớn. Cái vỏ bề ngoài bình yên nhưng bên trong rường cột bị đục khoét rỗng cả rồi. Cái trời đất Lai Tân này sắp sụp đổ.",Đọc kỹ văn bản và dựa vào lời nhận xét để viết đoạn văn theo yêu cầu.
Ngữ Văn,8,Ngữ pháp,Lý thuyết,Sắc thái nghĩa của từ là gì?,"Sắc thái nghĩa của từ là phần nghĩa bổ sung cho nghĩa cơ bản, thể hiện thái độ, cảm xúc, đánh giá của người dùng đối với đối tượng được nói đến",
Ngữ Văn,8,Ngữ pháp,Lý thuyết,Sắc nghĩa của từ có tác dụng gì?,"Sắc thái nghĩa của từ là phần nghĩa bổ sung cho nghĩa cơ bản, thể hiện thái độ, cảm xúc, đánh giá của người dùng đối với đối tượng được nói đến",
Ngữ Văn,8,Ngữ pháp,Bài tập,Từ “ăn” thể hiện sắc thái gì? A. Sắc thái trung tính B. Sắc thái trang trọng C. Sắc thái nghĩa tích cực D. Sắc thái nghĩa tiêu cực,A. Sắc thái trung tính,Từ “ăn” thể hiện sắc thái trung tính
Ngữ Văn,8,Trưởng giả học làm sang,Bài tập,Tại sao lời thoại của nhân vật Ni-côn chủ yếu là tiếng cười?,Vì lão Giuốc-đanh trọc phú dốt nát chỉ vì thói học đòi làm sang mà bị bác phó may và chú thợ phụ lợi dụng để kiếm chác.,Đọc kỹ văn bản để trả lời.
Ngữ Văn,8,Trưởng giả học làm sang,Bài tập,Trang phục của ông Giuốc-đanh được diễn tả ở những chi tiết nào trong đoạn trích?,"Trang phục của ông Giuốc-đanh được diễn tả ở những chi tiết: Đôi tất lụa chật quá, tôi khổ sở vô cùng mới xỏ chân vào được. Áo bị may ngược hoa. Đây là bộ lễ phục đẹp nhất triều, và thích hợp nhất. Sáng chế ra được một kiểu áo lễ phục trang nghiêm mà không phải màu đen, thật là một kỳ công tuyệt tác. Tôi có đem người đến để mặc áo cho ngài theo nhịp điệu, vì những loại áo này phải mặc có nghi lễ.",Đọc kỹ văn bản để trả lời.
Ngữ Văn,8,Trưởng giả học làm sang,Bài tập,"Ở Lớp II, Hồi thứ ba, hành động cười của nhân vật Ni-côn cho biết điều gì về bộ trang phục của ông Giuốc-đanh? Nếu em là nhân vật Ni-côn, em có thấy bộ trang phục của ông Giuốc-đanh là đáng cười không? Vì sao?","Hành động cười của Ni-côn cho thấy trang phục của ông Giuốc-đanh rất lố lăng. Nếu là Ni-côn, em có thấy bộ trang phục của ông Giuốc-đanh là đáng cười vì cái thói hám danh mà bộ trang phục lố bịch cũng nghĩ là quý tộc.",Đọc kỹ văn bản để trả lời.
Ngữ Văn,8,Trưởng giả học làm sang,Bài tập,"Ông Giuốc-đanh đặt làm trang phục với mong muốn gì? Hãy chỉ ra nét tính cách nổi bật ở nhân vật và giải thích vì sao ông dễ dàng bị những người thợ may lừa mị, lợi dụng và trở thành đáng cười trong mắt người hầu.","Mong muốn trở thành quý tộc, được bước chân vào giới thượng lưu. Tính cách nổi bật: háo danh, mu muội, ngờ nghệch, dễ bị lợi dụng. Lí do dễ bị lừa mị, lợi dụng…: vì thói học đòi làm sang, muốn trở thành quý tộc.",Đọc kỹ văn bản để trả lời.
Ngữ Văn,8,Trưởng giả học làm sang,Bài tập,Lời thoại trong các lớp kịch có gì đáng chú ý?,"Lời thoại sử dụng ngôn ngữ trực tiếp của nhân vật và ngôn ngữ kể chuyện của tác giả. Trong kịch nói thì đối thoại là ngôn ngữ chính, thông qua đó để làm nổi bật tính cách nhân vật.",Đọc kỹ văn bản để trả lời.
Ngữ Văn,8,Trưởng giả học làm sang,Bài tập,"Xoay quanh sự việc ông Giuốc-đanh mặc trang phục, em hãy chỉ ra những nét tương phản trong hành động của nhân vật này và các nhân vật khác.","Phó may và các chú thợ phụ tinh ranh, đánh hơi được miếng mồi béo bở tương phản với Giuốc-đanh, một kẻ có tiền nhưng dốt nát, hám danh, ngờ nghệch.",Đọc kỹ văn bản để trả lời
Ngữ Văn,8,Trưởng giả học làm sang,Bài tập,Nêu một vài thủ pháp trào phúng trong đoạn trích.,"Một vài thủ pháp trào phúng trong đoạn trích: tạo tình huống kịch, dùng điệu bộ gây cười…",Đọc kỹ văn bản để trả lời.
Ngữ Văn,8,Trưởng giả học làm sang,Bài tập,"Theo em, trong cuộc sống hiện nay còn có những người như ông Giuốc-đanh không? Cho ví dụ.","Trong cuộc sống hiện nay còn có rất nhiều người như ông Giuốc- đanh bởi thói học đòi làm sang, bên ngoài diêm dúa nhưng bên trong rỗng không ít hiểu biết.",Đọc kỹ văn bản và dựa vào hiểu biết thực tế để trả lời
Ngữ Văn,8,Ngữ pháp,Lý thuyết,Câu hỏi tu từ là câu hỏi không dùng để hỏi mà để làm gì?,"Câu hỏi tu từ là câu hỏi không dùng để hỏi mà để khẳng định, phủ định, bộc lộ cảm xúc,…",
Ngữ Văn,8,Ngữ pháp,Bài tập,"Trong giao tiếp, câu hỏi tu từ có tác dụng gì? A. Thu hút sự quan tâm của người đọc, người nghe B. Để hỏi C. Để sai khiến D. Tất cả đáp án trên","A. Thu hút sự quan tâm của người đọc, người nghe","Trong giao tiếp, câu hỏi tu từ nhằm thu hút sự quan tâm của người đọc, người nghe, làm cho lời nói thêm uyển chuyển, giàu sắc thái biểu cảm"
Ngữ Văn,8,Ngữ pháp,Bài tập,"Đặt trong ngữ cảnh cuộc đối thoại được thể hiện ở bài ca dao số 2, nghĩa hàm ẩn của câu “Chú chuột đi chợ đường xa/ Mua mắm mua muối giỗ cha con mèo” là gì?","Hàm ý về cái chết của cha con mèo. Chết thì mới có giỗ. Không biết cha con mèo sống chết thế nào, nhưng nói đến việc kẻ bị ức hiếp làm giỗ cha kẻ thù là một cách nói phi lí, vì làm giỗ là việc trong nội bộ gia đình. Vậy có thể hiểu đây là lời nguyền rủa, tiếng chửi, sự vạch mặt của dân gian đối với những kẻ đạo đức giả.",Đọc kỹ ngữ liệu đã cho và dựa vào ngữ cảnh để trả lời câu hỏi.
Ngữ Văn,8,Ngữ pháp,Bài tập,"Theo em, qua câu ca dao “Cưới em ba chum mật ong/ Mười thúng mỡ muỗi ba nong quýt đầy…”, anh học trò thực sự muốn nói điều gì?","Anh học trò muốn nói rằng mình không thể đáp ứng được sự thách cưới của nhà giá, hoặc nhà gái thách cao là sự đánh đố với anh, hay anh muốn mang đến nhiều lễ vật để cưới em nhưng sức anh không làm được…",Đọc kỹ ngữ liệu đã cho và dựa vào ngữ cảnh để trả lời câu hỏi.
Ngữ Văn,8,Ngữ pháp,Lý thuyết,Nghĩa tường minh là gì?,Nghĩa tường minh là phần thông báo được diễn đạt trực tiếp bằng từ ngữ trong câu,
Ngữ Văn,8,Ngữ pháp,Lý thuyết,Nghĩa hàm ẩn là gì?,Nghĩa hàm ẩn là phần được thông báo tuy không được diễn đạt trực tiếp bằng từ ngữ trong câu nhưng có thể suy ra từ những từ ngữ ấy.,
Ngữ Văn,8,Ngữ pháp,Bài tập,"Câu nào dưới đây chứa hàm ý? A. Lão trông tẩm ngẩm thế nhưng cũng ra phết chứ chẳng vừa đâu, lão vừa cho tôi xin một ít bả chó B. Lão làm khổ lão chứ ai làm khổ lão C. Cuộc đời quả thực cứ mỗi ngày một thêm đáng buồn D. Chẳng hiểu lão chết vì gì mà bất thình linh như vậy","A. Lão trông tẩm ngẩm thế nhưng cũng ra phết chứ chẳng vừa đâu, lão vừa cho tôi xin một ít bả chó",
Ngữ Văn,9,Người con gái Nam Xương,Bài tập,Em biết gì về vị thế của người phụ nữ Việt Nam trong xã hội phong kiến?,"Thời phong kiến, xã hội thường lấy tam tòng, tứ đức làm chuẩn mực để đánh giá phẩm chất của người phụ nữ. Đặc biệt, bốn chữ “công”, “dung”, “ngôn”, “hạnh” được xem là khuôn phép, là “quy ước” xã hội khắt khe khi nói về phẩm hạnh và tài năng của phụ nữ và nó trói buộc người phụ nữ trong phạm vi tù túng, chật hẹp của gia đình.",Dựa vào hiểu biết cá nhân để đưa ra vị thế của người phụ nữ trong thời phong kiến.
Ngữ Văn,9,Người con gái Nam Xương,Bài tập,Những chi tiết giới thiệu nhân vật Vũ Thị Thiết và Trương Sinh.l,"Vũ Thị Thiết: “Vũ Thị Thiết, người con gái quê ở Nam Xương, tính đã thùy mị, nết na, lại thêm tư dung tốt đẹp.” Trương Sinh: “Trong làng có chàng Trương Sinh…có tính đa nghi, đối với vợ phòng ngừa quá mức.”",Đọc kĩ đoạn văn đầu tiên để chỉ ra những chi tiết giới thiệu về nhân vật Vũ Thị Thiết và Trương Sinh.
Ngữ Văn,9,Người con gái Nam Xương,Bài tập,"Theo em, kết cục của cuộc hôn nhân giữa Trương Sinh và Vũ Nương sẽ như thế nào?","Theo em, Trương Sinh sau khi đi lính về sẽ thấu hiểu người vợ hơn và cả hai sẽ sống vui vẻ hạnh phúc bên nhau.",Dựa vào phần giới thiệu hai nhân vật để dự đoán về kết cục của cuộc hôn nhân.
Ngữ Văn,9,Người con gái Nam Xương,Bài tập,Trương Sinh có thái độ như thế nào sau khi nghe những lời nói của con?,"Sau khi nghe người con nói hàng đêm có người đàn ông đến nhà mình, Trương Sinh đã ghen tuông và nghi ngờ vợ mình, không thể gỡ ra được. Khi vợ chàng về đến nhà, Trương Sinh đã la lên để hả giận.",Đọc kĩ đoạn đối thoại giữa Trương Sinh và con để chỉ ra thái độ của Trương Sinh.
Ngữ Văn,9,Người con gái Nam Xương,Bài tập,"Trong phần đầu tác phẩm, Nguyễn Dữ đã làm nổi bật những đặc điểm gì ở nhân vật Vũ Nương và Trương Sinh? Lời người kể chuyện có vai trò như thế nào trong việc khắc họa nhân vật?"," Ở phần đầu tác phẩm, Nguyễn Dữ đã làm nổi bật về đặc điểm nổi bật của hai nhân vật. Vũ Nương là người thùy mị nết na, tư dung tốt đẹp. Còn Trương Sinh vốn tính đa nghi.  Lời người kể chuyện có vai trò thể hiện trực tiếp hình ảnh, đặc điểm của từng nhân vật. Từ đó người đọc có thể hình dung rõ nét về hai nhân vật Trương Sinh và Vũ Nương.",Đọc lại phần đầu tác phẩm để chỉ ra nét nổi bật ở nhân vật Vũ Nương và Trương Sinh. Từ đó rút ra nhận xét về vai trò của lời người kể chuyện trong việc khắc họa nhân vật.
Ngữ Văn,9,Người con gái Nam Xương,Bài tập,"Trong tác phẩm, nhân vật Phan Lang được khắc họa ở những không gian, thời gian nào? Nhân vật này có vai trò gì trong truyện?","Thời gian: Quá khứ (khi trước); Hiện tại (khi được Linh Phi cứu). Không gian: Ở làng Nam Xương, ở dưới thủy cung.  Vai trò của nhân vật: Kết nối Vũ Nương với Trương Sinh, giúp khơi dậy trong lòng Vũ Nương mong muốn được giải oan","Đọc lại toàn bộ văn bản, chú ý đoạn xuất hiện nhân vật Phan Lang để xác định không gian, thời gian. Nhận xét vai trò trong truyện."
Ngữ Văn,9,Người con gái Nam Xương,Bài tập,Nêu chủ đề tác phẩm “Chuyện người con gái Nam Xương” và trình bày suy nghĩ của em về chủ đề đó. ,"Có thể khái quát chủ đề: Qua câu chuyện về cuộc đời và hành động trẫm mình của Vũ Nương, Chuyện người con gái Nam Xương bày tỏ niềm thương cảm đối với số phận oan nghiệt của người phụ nữ trong xã hội xưa, thể hiện thái độ trân trọng vẻ đẹp của họ, đồng thời phê phán mạnh mẽ chế độ coi trọng nam quyền gây ra bi kịch cho người phụ nữ. Đây là tư tưởng mang đậm tinh thần nhân văn, tiến bộ. Chủ đề này được khái quát trên cơ sở nội dung cơ bản, xoay quanh số phận nhân vật chính được miêu tả trong tác phẩm.",Đọc kĩ toàn văn bản để rút ra chủ đề tác phẩm và đưa ra suy nghĩ của bản thân về chủ đề.
Ngữ Văn,9,Người con gái Nam Xương,Bài tập,Viết đoạn văn (khoảng 7 – 9 câu) trình bày suy nghĩ của em về chi tiết “cái bóng” trong truyện.,"“Chuyện người con gái Nam Xương” là tác phẩm viết về số phận người phụ nữ trong xã hội phong kiến của tác giả Nguyễn Dữ. Trong truyện, chi tiết “cái bóng” là một chi tiết rất quan trọng. Chiếc bóng xuất hiện gián tiếp trong lời nói của bé Đản: “Ô hay! Thế ra ông cũng là cha tôi ư? Ông biết nói, chứ không như cha tôi trước khi chỉ nín thin thít…”. Lần thứ hai khi Vũ Nương đã tự vẫn, “trong một đếm phòng không vắng vẻ” chỉ có hai cha con, bé Đản chỉ chiếc bóng trên tường và nói: “Cha Đản lại đến kìa!”. Lần thứ nhất, “cái bóng” trở thành đầu mối, điểm thắt nút của câu chuyện. Mọi nghi ngờ thực chất khởi sinh từ cái bóng. Còn lần thứ hai, “cái bóng” mở mắt cho Trương Sinh về sự thật tội ác do chính chàng gây ra. Cũng chính cái bóng cởi nút, giải tỏa mọi khó khăn, thắc mắc cho Trương Sinh. Mặt khác, chiếc bóng tô đậm thêm nét đẹp phẩm chất của Vũ Nương trong vai trò làm vợ, làm mẹ. Vũ Nương chỉ bóng mình trên tường bảo đó là cha Đản để dỗ con và làm nguôi ngoai nỗi nhớ – cả nỗi con nhớ cha, cả nỗi vợ nhớ chồng. Như thế, cái bóng trở thành biểu tượng của tình chồng vợ gắn bó tuy hai mà một. Không chỉ vậy, chiếc bóng là một ẩn dụ cho số phận mong manh của người phụ nữ trong chế độ nam quyền. Chỉ là chiếc bóng vô hình nhưng cũng có thể dẫn tới một bi kịch. Chi tiết cái bóng còn là bài học cho những người đàn ông có tính ghen tuông bóng gió, mùa quáng. Chính vì vậy, chi tiết cái bóng là chi tiết nghệ thuật đắt giá, góp phần tạo kịch tính và thúc đẩy sự phát triển của câu chuyện. Cái bóng tạo ra sự bất ngờ, tính hấp dẫn của tình huống, sự chặt chẽ cho cốt truyện, tạo sự thắt nút, mở nút rất hợp lí. Cái bóng cũng chính là thông điệp muôn đời cho mọi người: đã yêu thương nhau phải tin tưởng, đừng để cái bóng rình rập, giết chết tình yêu, hạnh phúc gia đình.",Đọc kĩ toàn văn bản để đưa ra suy nghĩ về chi tiết “cái bóng” (cái bóng khiến bé Đản lầm tưởng đó là cha).
Ngữ Văn,9,Ngữ pháp,Lý thuyết,Điển tích là gì?,"Điển tích là câu chuyện trong sách xưa, được dẫn lại một cách cô đúc trong văn bản của tác giả đời sau",
Ngữ Văn,9,Ngữ pháp,Lý thuyết,Điển cố là gì?,"Điển cố là sự việc hay câu chữ trong sách xưa, được dẫn lại trong văn bản của các tác giả đời sau",
Ngữ Văn,9,Ngữ pháp,Lý thuyết,"Đâu là dấu hiệu nhận biết một điển tích, điển cố?","Đằng sau là một câu chuyện hay sự việc, câu kinh, câu thơ nào đó",
Ngữ Văn,9,Ngữ pháp,Lý thuyết,"Tác dụng của điển tích, điển cố là gi?","Tác dụng: Làm cho câu văn, câu thơ cô đúc, hàm súc, uyên bác, tránh nói thẳng những điều thô tục, sỗ sàng, giữ cho lời văn sự trang nhã.",
Ngữ Văn,9,Ngữ pháp,Bài tập,"Câu thơ nào dưới đây chứa điển tích, điển cố? A. Thúy Kiều là chị, em là Thúy Vân. B. Mai cốt cách, tuyết tinh thần. C. Trăm năm trong cõi người ta. D. Những điều trông thấy mà đau đớn lòng.","B. Mai cốt cách, tuyết tinh thần.","Câu B chứa điển tích, điển cố"
Ngữ Văn,9,Dế chọi,Bài tập,Hoàn cảnh của nhân vật chính trong truyện,"Nhân vật chính: Thành. Hoàn cảnh: Dự khoa Đồng tử nhưng lâu không thi đỗ, tính chất phác cho nên bị chèn ép bắt làm lí trưởng nhưng thực chất để đi sách nhiễu dân làng hộ bọn quan bên trên để nộp dế. Do anh không dám sách nhiễu dân mà cũng không có gì để bù, anh đã bị đánh trăm trượng, máu me be bét và luôn muốn tự tử.",Đọc đoạn văn hai để chỉ ra hoàn cảnh nhân vật chính
Ngữ Văn,9,Dế chọi,Bài tập,Bà đồng bói toán có liên quan đến những sự việc nào trong truyện,Cô đồng bói toán liên quan đến việc vợ Thành đến xem và được cô đồng chỉ dẫn bằng một bức vẽ có liên quan đến việc bắt dế,Đọc đoạn 3 để xác định sự việc liên quan đến cô đồng bói toán.
Ngữ Văn,9,Dế chọi,Bài tập,"Dự đoán điều gì xảy ra sau khi con Thành sống lại nhưng “thần thái ngây ngốc như người gỗ, cứ ngủ mê mệt”?","Theo em dự đoán, sau đó Thành sẽ tìm được con dế mới và con dế này luôn chiến thắng trước các con khác.",Đọc đoạn 5 để chỉ ra điều xảy ra sau khi con trai Thành sống dậy
